fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km
2017 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2969745486,140.0,6.75,0.0,43.0,0.0,0.0,180.0,16.7,2.91,0.0,0.142,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Prologue.gpx,https://www.komoot.com/tour/2969745998,0.0,0.512,4.8,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 1.gpx,https://www.komoot.com/tour/2969746598,18.9,2.81,179.0,0.751,0.934,0.0,199.0,0.633,2.36,1.02,0.6,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 10.gpx,https://www.komoot.com/tour/2969747113,9.37,0.582,10.3,0.0,0.0,0.0,19.6,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 2.gpx,https://www.komoot.com/tour/2969747607,42.3,1.02,170.0,0.0,0.642,0.106,212.0,1.88,0.328,0.642,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 3.gpx,https://www.komoot.com/tour/2969748284,23.9,3.2,134.0,0.0,1.52,0.0,156.0,4.18,0.87,1.52,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 4.gpx,https://www.komoot.com/tour/2969748845,47.3,0.0,104.0,0.0,0.975,0.0,151.0,0.0,0.382,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 5.gpx,https://www.komoot.com/tour/2969749425,38.0,0.0,142.0,0.0,0.236,0.0,177.0,0.0,3.15,0.236,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 6.gpx,https://www.komoot.com/tour/2969750008,85.2,3.6,91.6,0.0,0.544,0.0,167.0,11.3,2.21,0.544,0.895,0.895,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 7.gpx,https://www.komoot.com/tour/2969750958,30.3,1.36,130.0,0.0,0.186,0.0,155.0,2.4,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 8.gpx,https://www.komoot.com/tour/2969751601,69.5,2.17,85.5,0.0,1.83,0.117,153.0,3.28,0.731,1.94,0.727,0.727,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 9.gpx,https://www.komoot.com/tour/2969752149,67.6,0.815,113.0,1.32,1.76,0.0,155.0,27.8,0.381,1.76,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2969752654,31.6,2.58,3.68,0.0,0.0,0.0,37.2,0.721,0.163,0.0,0.282,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2969753443,167.0,1.89,10.8,0.418,0.707,0.0,178.0,1.64,0.487,1.16,0.543,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2969754140,99.0,3.77,56.1,0.413,2.34,0.0,155.0,4.3,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2969754765,169.0,0.0,8.19,0.0,0.0,0.0,173.0,2.2,0.0,0.0,2.2,0.0,0.0,4.58,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2969755762,68.6,2.66,30.9,12.7,11.3,0.0,108.0,6.52,3.24,11.2,4.06,1.14,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2969756384,83.2,2.11,74.0,0.0,0.0,0.0,156.0,2.87,0.968,0.0,0.129,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2969756940,75.8,3.95,126.0,0.0,0.905,0.0,199.0,5.67,1.26,0.905,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2969757564,84.2,0.976,100.0,0.0,0.156,0.0,184.0,0.626,0.367,0.156,0.0,0.299,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 4.gpx,https://www.komoot.com/tour/2969758246,28.2,1.41,149.0,0.286,8.29,0.0,158.0,20.7,0.0,7.86,2.19,2.17,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 5.gpx,https://www.komoot.com/tour/2969758904,8.81,0.973,159.0,0.0,4.86,0.0,165.0,0.989,2.59,3.11,2.02,1.93,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2969759518,40.3,0.157,136.0,0.0,1.08,0.0,163.0,13.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2969760131,95.1,0.848,88.3,1.73,1.42,0.0,183.0,3.27,0.116,1.71,0.234,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2969760759,9.81,3.08,0.0,4.18,0.0,0.0,16.5,0.0,1.12,0.0,0.0,0.278,0.731,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2969761286,121.0,0.628,80.4,0.425,0.217,0.0,190.0,12.5,0.176,0.217,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2969761741,127.0,0.0,50.7,1.19,1.47,0.0,178.0,0.258,0.11,1.25,0.155,0.288,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2969762250,2.48,2.43,134.0,0.0,8.98,0.0,135.0,2.91,0.0,9.12,0.928,0.72,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 10.gpx,https://www.komoot.com/tour/2969762777,5.31,0.69,125.0,0.0,2.24,0.114,131.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2969763277,1.92,1.11,102.0,0.0,0.481,0.0,59.4,46.0,0.0,0.887,0.405,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 3.gpx,https://www.komoot.com/tour/2969763744,65.1,1.5,116.0,0.0,0.665,0.0,181.0,1.27,0.0,0.665,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 4.gpx,https://www.komoot.com/tour/2969764364,2.82,8.43,170.0,0.0,12.0,0.0,177.0,3.85,0.0,12.6,1.02,0.867,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 5.gpx,https://www.komoot.com/tour/2969764750,17.7,2.1,0.0,0.0,0.189,0.0,16.2,3.55,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 6.gpx,https://www.komoot.com/tour/2969765369,1.15,2.69,167.0,0.293,2.26,0.0,133.0,37.3,0.194,2.91,0.343,0.295,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 7.gpx,https://www.komoot.com/tour/2969765805,18.9,0.142,97.6,0.0,0.541,0.0,103.0,4.9,0.0,0.541,0.0,8.89,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 8.gpx,https://www.komoot.com/tour/2969766870,87.0,8.16,0.0,0.0,0.0,0.0,91.4,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 9.gpx,https://www.komoot.com/tour/2969767920,1.18,0.704,123.0,0.0,2.23,0.131,125.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a La Rioja.gpx,https://www.komoot.com/tour/2969769170,85.0,0.388,63.0,0.0,2.34,0.0,149.0,0.528,0.0,2.34,0.324,0.192,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Comunidad de Madrid Stage 1.gpx,https://www.komoot.com/tour/2969770002,13.3,2.23,128.0,0.324,0.709,0.0,143.0,1.41,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Comunidad de Madrid Stage 2.gpx,https://www.komoot.com/tour/2969770674,63.8,0.0,84.7,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 1.gpx,https://www.komoot.com/tour/2969772796,46.8,1.44,92.9,0.0,5.6,0.0,127.0,13.3,0.0,5.6,0.0,0.377,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 2.gpx,https://www.komoot.com/tour/2969773374,42.7,1.02,67.0,16.8,6.57,0.0,119.0,8.81,0.0,6.83,3.2,3.36,0.28,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 3.gpx,https://www.komoot.com/tour/2969773893,11.5,0.0,0.0,0.0,0.0,0.0,11.3,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 4.gpx,https://www.komoot.com/tour/2969774309,104.0,28.9,31.8,0.0,0.0,0.0,110.0,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 5.gpx,https://www.komoot.com/tour/2969774907,90.8,0.203,70.1,1.43,0.229,0.0,143.0,19.0,0.145,0.229,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 6.gpx,https://www.komoot.com/tour/2969775575,64.2,22.3,92.3,0.0,1.45,0.0,136.0,38.4,0.0,1.45,0.0,4.63,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Provincia de San Juan Stage 7.gpx,https://www.komoot.com/tour/2969776203,20.7,0.0,0.0,0.0,120.0,0.0,20.8,1.91,0.0,117.0,6.23,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Region de Murcia.gpx,https://www.komoot.com/tour/2969777031,83.5,0.864,86.4,1.43,4.4,0.0,163.0,8.81,0.466,4.4,0.282,0.282,0.0,0.0,0.0,0.0
2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2969778160,114.0,2.56,35.1,0.0,2.14,0.0,152.0,0.209,0.178,2.16,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2969778992,147.0,8.29,9.86,0.162,9.04,0.0,150.0,15.9,0.0,7.76,3.61,2.81,0.0,0.367,0.0,0.0
2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2969779521,9.28,2.33,0.158,0.0,0.0,0.0,7.69,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2969780180,163.0,1.88,11.2,0.979,1.61,0.0,174.0,1.91,0.123,2.59,0.396,0.22,0.0,0.0,0.0,0.0
2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2969780911,139.0,1.69,9.14,0.0,0.0,0.0,147.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Asturias Stage 1.gpx,https://www.komoot.com/tour/2969781474,120.0,6.29,27.6,0.0,15.9,0.0,151.0,2.92,0.0,15.9,0.0,0.433,0.409,0.0,0.0,0.0
2017 Vuelta a Asturias Stage 2.gpx,https://www.komoot.com/tour/2969782157,99.1,7.09,72.3,0.215,0.894,0.0,178.0,0.401,0.0,0.894,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Asturias Stage 3.gpx,https://www.komoot.com/tour/2969782840,49.2,2.19,69.2,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2969783680,107.0,11.2,34.6,0.766,0.253,0.0,153.0,1.04,0.15,0.446,0.661,0.507,0.0,0.0,0.0,0.0
2017 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2969784336,109.0,0.594,44.1,0.0,0.0,0.0,154.0,0.0,0.0,0.134,0.291,0.157,0.0,0.0,0.0,0.0
2017 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2969784862,128.0,1.35,44.3,0.0,0.0,0.0,164.0,8.74,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2969785423,127.0,0.648,19.2,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.703,0.703,0.0,0.0,0.0,0.0
2017 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2969785938,87.7,0.499,47.8,0.0,0.835,0.0,136.0,0.0,0.0,0.841,0.147,0.528,0.388,0.0,0.0,0.0
2017 Vuelta a Castilla y Leon Stage 1.gpx,https://www.komoot.com/tour/2969786451,92.7,0.583,71.6,0.0,0.234,0.0,163.0,1.76,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Castilla y Leon Stage 2.gpx,https://www.komoot.com/tour/2969786917,78.4,1.98,84.8,0.0,0.0,0.0,160.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Castilla y Leon Stage 3.gpx,https://www.komoot.com/tour/2969787514,130.0,0.93,17.5,0.0,0.0,0.0,146.0,1.72,0.0,0.0,2.34,2.34,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 1.gpx,https://www.komoot.com/tour/2969787995,9.19,2.03,0.0,2.01,0.305,0.0,12.4,0.651,0.0,0.722,0.159,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 10.gpx,https://www.komoot.com/tour/2969788711,28.7,6.76,118.0,0.0,2.52,0.0,151.0,2.24,0.0,3.14,9.11,0.0,0.0,9.11,0.0,0.0
2017 Vuelta a Espana Stage 11.gpx,https://www.komoot.com/tour/2969789271,116.0,7.96,53.5,1.69,6.13,0.0,170.0,3.49,0.0,11.2,4.24,4.2,0.496,0.0,0.0,0.0
2017 Vuelta a Espana Stage 12.gpx,https://www.komoot.com/tour/2969790015,65.8,0.718,92.4,0.0,0.354,0.0,158.0,0.997,0.0,0.445,0.571,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 13.gpx,https://www.komoot.com/tour/2969791038,134.0,2.71,57.3,0.0,2.57,0.0,192.0,2.61,0.0,3.45,1.61,0.207,0.207,0.0,0.0,0.0
2017 Vuelta a Espana Stage 14.gpx,https://www.komoot.com/tour/2969791521,87.7,0.331,86.0,0.0,0.0,0.0,174.0,0.688,0.0,0.0,1.45,0.759,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 15.gpx,https://www.komoot.com/tour/2969792380,76.1,0.185,47.6,1.54,1.22,0.0,125.0,0.225,0.617,1.34,1.02,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 16.gpx,https://www.komoot.com/tour/2969793092,26.5,0.0,8.47,0.795,3.51,0.0,32.7,3.55,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 17.gpx,https://www.komoot.com/tour/2969793744,109.0,0.576,68.4,0.0,0.579,0.0,177.0,3.44,0.0,0.663,2.75,0.45,0.0,0.198,0.0,0.0
2017 Vuelta a Espana Stage 18.gpx,https://www.komoot.com/tour/2969794377,74.4,0.0,94.2,0.0,0.376,0.0,168.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 19.gpx,https://www.komoot.com/tour/2969795211,91.6,0.53,48.6,0.21,8.13,0.0,140.0,0.661,0.0,8.13,0.328,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 2.gpx,https://www.komoot.com/tour/2969796165,128.0,4.98,55.8,3.12,10.1,0.0,181.0,9.71,0.484,11.8,4.48,4.23,0.411,0.0,0.0,0.0
2017 Vuelta a Espana Stage 20.gpx,https://www.komoot.com/tour/2969796989,101.0,1.32,13.4,0.0,1.15,0.0,115.0,0.821,0.0,1.26,0.0,0.493,0.497,0.0,0.0,0.0
2017 Vuelta a Espana Stage 21.gpx,https://www.komoot.com/tour/2969798344,25.2,17.7,55.3,4.19,9.69,0.0,93.3,9.73,0.491,12.5,1.8,0.668,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 3.gpx,https://www.komoot.com/tour/2969799157,42.6,1.15,116.0,1.8,0.486,0.0,160.0,1.63,0.493,0.486,0.578,0.421,0.421,0.0,0.0,0.0
2017 Vuelta a Espana Stage 4.gpx,https://www.komoot.com/tour/2969800152,37.3,1.6,159.0,0.0,2.52,0.0,198.0,0.71,0.0,2.56,0.788,0.665,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 5.gpx,https://www.komoot.com/tour/2969800904,132.0,2.84,39.3,0.324,0.0,0.0,172.0,1.74,0.373,0.0,0.0,0.336,0.336,0.0,0.0,0.0
2017 Vuelta a Espana Stage 6.gpx,https://www.komoot.com/tour/2969801856,154.0,2.82,34.0,11.4,0.434,0.0,194.0,7.61,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 7.gpx,https://www.komoot.com/tour/2969802829,48.2,2.41,146.0,5.81,4.18,0.0,185.0,14.8,2.19,5.21,1.93,1.01,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 8.gpx,https://www.komoot.com/tour/2969803747,114.0,3.18,79.4,6.18,0.0,0.0,194.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta a Espana Stage 9.gpx,https://www.komoot.com/tour/2969804855,65.1,3.35,99.8,1.94,2.58,0.0,167.0,1.79,0.0,3.21,0.163,1.71,1.38,0.0,0.0,0.0
2017 Vuelta al Pais Vasco Stage 1.gpx,https://www.komoot.com/tour/2969805552,59.0,1.77,82.2,1.18,2.49,0.0,142.0,0.741,1.66,2.92,1.54,0.671,0.503,0.357,0.0,0.0
2017 Vuelta al Pais Vasco Stage 2.gpx,https://www.komoot.com/tour/2969806259,75.1,0.0,98.6,0.0,0.0,0.0,171.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta al Pais Vasco Stage 3.gpx,https://www.komoot.com/tour/2969807029,127.0,8.93,24.4,1.06,0.0,0.0,160.0,0.931,0.0,0.0,0.114,0.0,0.0,0.121,0.0,0.0
2017 Vuelta al Pais Vasco Stage 4.gpx,https://www.komoot.com/tour/2969808008,58.5,6.13,96.4,4.72,9.58,0.0,156.0,5.04,0.53,10.8,1.02,4.22,0.0,0.0,0.0,0.0
2017 Vuelta al Pais Vasco Stage 5.gpx,https://www.komoot.com/tour/2969808865,81.4,2.19,52.2,1.8,0.589,0.0,132.0,6.05,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta al Pais Vasco Stage 6.gpx,https://www.komoot.com/tour/2969809748,15.5,0.626,9.85,0.947,0.362,0.0,26.0,0.971,0.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0
2017 Winston-Salem Cycling Classic.gpx,https://www.komoot.com/tour/2969811165,80.6,41.3,16.6,16.3,6.33,0.0,115.0,41.2,0.0,6.02,0.926,0.578,0.578,0.0,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 1.gpx,https://www.komoot.com/tour/2987392425,123.0,7.29,39.5,19.6,0.621,0.0,184.0,0.456,5.71,0.391,2.08,1.03,0.0,0.0,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 2.gpx,https://www.komoot.com/tour/2987393356,158.0,1.22,7.14,4.02,0.0,0.0,168.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 3.gpx,https://www.komoot.com/tour/2987394057,146.0,1.98,4.36,1.22,0.0,0.0,147.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 4.gpx,https://www.komoot.com/tour/2987394901,108.0,5.74,35.3,16.8,1.62,0.173,160.0,4.83,1.28,2.01,0.162,0.0,0.0,0.162,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 5.gpx,https://www.komoot.com/tour/2987395707,132.0,7.5,43.7,6.17,0.0,0.572,168.0,1.15,20.4,0.503,0.114,0.0,0.0,0.0,0.0,0.0
2017 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 6.gpx,https://www.komoot.com/tour/2987397017,98.3,42.0,1.41,16.1,0.0,0.223,143.0,2.76,15.8,0.0,3.17,0.0,0.0,0.0,0.0,0.0
2017 Colombian Road National Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Dwars Door Vlaanderen / A travers la Flandre.gpx,https://www.komoot.com/tour/2987399581,63.4,17.4,8.63,92.1,4.36,0.0,121.0,67.2,11.1,4.67,1.45,0.446,0.123,1.21,0.0,0.0
2017 GP de Denain - Porte du Hainaut / Valenciennes Metropole.gpx,https://www.komoot.com/tour/2987400402,171.0,1.13,14.0,14.3,0.0,0.0,196.0,2.35,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 GP de Fourmies / La Voix du Nord.gpx,https://www.komoot.com/tour/2987401263,199.0,4.05,0.0,0.407,0.488,0.0,199.0,4.13,0.0,0.595,0.185,0.0,0.0,0.0,0.0,0.0
2017 Gent-Wevelgem in Flanders Fields.gpx,https://www.komoot.com/tour/2987402091,121.0,6.1,6.89,92.4,4.63,0.0,160.0,75.0,3.59,5.81,4.32,4.26,0.0,0.0,0.0,0.0
2017 Grand Prix Cycliste de Montreal.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Grand Prix Cycliste de Quebec.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Grand Prix de la Somme / Conseil Departemental 80.gpx,https://www.komoot.com/tour/2987405025,149.0,7.98,35.3,2.85,3.29,0.0,187.0,7.98,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0
2017 Grote Prijs Jef Scherens - Rondom Leuven.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Koga Slag om Norg Rest day.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Alberta Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Alberta Stage 4.gpx,https://www.komoot.com/tour/2987409981,93.6,2.29,0.0,22.9,0.0,0.0,109.0,13.9,1.38,1.79,7.04,0.0,0.0,0.0,0.0,0.0
2017 Tour of Almaty Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Estonia Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Slovaquie Stage 2.gpx,https://www.komoot.com/tour/2987413337,149.0,0.512,28.4,0.0,0.0,0.0,169.0,9.18,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 UCI Road World Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 7.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Comunidad de Madrid Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
