jour,mois,annee,stage,nom_pcs,categorie,fichier_pcs
20,5,2017,stage_3,tour-of-ukraine,2.2,20_May_2017__stage_3__tour-of-ukraine_2017__2.2.csv
21,5,2017,stage_1,ras-tailteann,2.2,21_May_2017__stage_1__ras-tailteann_2017__2.2.csv
21,5,2017,stage_2,tour-of-albania,2.2,21_May_2017__stage_2__tour-of-albania_2017__2.2.csv
21,5,2017,stage_4,tour-of-ukraine,2.2,21_May_2017__stage_4__tour-of-ukraine_2017__2.2.csv
21,5,2017,stage_3,paris-arras-tour,2.2,21_May_2017__stage_3__paris-arras-tour_2017__2.2.csv
22,5,2017,stage_3,tour-of-albania,2.2,22_May_2017__stage_3__tour-of-albania_2017__2.2.csv
22,5,2017,stage_2,ras-tailteann,2.2,22_May_2017__stage_2__ras-tailteann_2017__2.2.csv
23,5,2017,stage_4,tour-of-albania,2.2,23_May_2017__stage_4__tour-of-albania_2017__2.2.csv
23,5,2017,stage_3,ras-tailteann,2.2,23_May_2017__stage_3__ras-tailteann_2017__2.2.csv
24,5,2017,stage_1,fleche-du-sud,2.2,24_May_2017__stage_1__fleche-du-sud_2017__2.2.csv
24,5,2017,stage_4,ras-tailteann,2.2,24_May_2017__stage_4__ras-tailteann_2017__2.2.csv
24,5,2017,stage_5,tour-of-albania,2.2,24_May_2017__stage_5__tour-of-albania_2017__2.2.csv
25,5,2017,prologue,gp-cycliste-de-gemenc,2.2,25_May_2017__Prologue__gp-cycliste-de-gemenc_2017__2.2.csv
25,5,2017,stage_5,ras-tailteann,2.2,25_May_2017__stage_5__ras-tailteann_2017__2.2.csv
25,5,2017,stage_2,fleche-du-sud,2.2,25_May_2017__stage_2__fleche-du-sud_2017__2.2.csv
26,5,2017,result,race-horizon-park,1.2,26_May_2017__result__race-horizon-park_2017__1.2.csv
26,5,2017,stage_1,gp-cycliste-de-gemenc,2.2,26_May_2017__stage_1__gp-cycliste-de-gemenc_2017__2.2.csv
26,5,2017,stage_6,ras-tailteann,2.2,26_May_2017__stage_6__ras-tailteann_2017__2.2.csv
26,5,2017,stage_3,fleche-du-sud,2.2,26_May_2017__stage_3__fleche-du-sud_2017__2.2.csv
27,5,2017,stage_2,gp-cycliste-de-gemenc,2.2,27_May_2017__stage_2__gp-cycliste-de-gemenc_2017__2.2.csv
27,5,2017,stage_4,fleche-du-sud,2.2,27_May_2017__stage_4__fleche-du-sud_2017__2.2.csv
27,5,2017,stage_1,tour-du-jura-cycliste,2.2,27_May_2017__stage_1__tour-du-jura-cycliste_2017__2.2.csv
27,5,2017,stage_1,tour-de-gironde,2.2,27_May_2017__stage_1__tour-de-gironde_2017__2.2.csv
27,5,2017,result,race-horizon-park-2,1.2,27_May_2017__result__race-horizon-park-2_2017__1.2.csv
27,5,2017,stage_7,ras-tailteann,2.2,27_May_2017__stage_7__ras-tailteann_2017__2.2.csv
28,5,2017,stage_8,ras-tailteann,2.2,28_May_2017__stage_8__ras-tailteann_2017__2.2.csv
28,5,2017,stage_5,fleche-du-sud,2.2,28_May_2017__stage_5__fleche-du-sud_2017__2.2.csv
28,5,2017,stage_2,tour-de-gironde,2.2,28_May_2017__stage_2__tour-de-gironde_2017__2.2.csv
28,5,2017,stage_2,tour-du-jura-cycliste,2.2,28_May_2017__stage_2__tour-du-jura-cycliste_2017__2.2.csv
28,5,2017,result,paris-roubaix-u23,1.2U,28_May_2017__result__paris-roubaix-u23_2017__1.2U.csv
28,5,2017,result,horizon-park-classic,1.2,28_May_2017__result__horizon-park-classic_2017__1.2.csv
30,5,2017,result,games-of-the-small-states-of-europe,JR,30_May_2017__result__games-of-the-small-states-of-europe_2017__JR.csv
1,6,2017,prologue,course-de-la-paix-u23,2.Ncup,01_June_2017__Prologue__course-de-la-paix-u23_2017__2.Ncup.csv
1,6,2017,prologue,tour-de-kumano,2.2,01_June_2017__Prologue__tour-de-kumano_2017__2.2.csv
2,6,2017,stage_1,tour-de-kumano,2.2,02_June_2017__stage_1__tour-de-kumano_2017__2.2.csv
2,6,2017,stage_1,tour-of-bihor-bellotto,2.2,02_June_2017__stage_1__tour-of-bihor-bellotto_2017__2.2.csv
2,6,2017,stage_1,course-de-la-paix-u23,2.Ncup,02_June_2017__stage_1__course-de-la-paix-u23_2017__2.Ncup.csv
2,6,2017,result,trofeo-alcide-degasperi,1.2,02_June_2017__result__trofeo-alcide-degasperi_2017__1.2.csv
3,6,2017,stage_2,tour-de-kumano,2.2,03_June_2017__stage_2__tour-de-kumano_2017__2.2.csv
3,6,2017,stage_2,course-de-la-paix-u23,2.Ncup,03_June_2017__stage_2__course-de-la-paix-u23_2017__2.Ncup.csv
3,6,2017,result,games-of-the-small-states-of-europe-me-itt,JR,03_June_2017__result__games-of-the-small-states-of-europe-me-itt_2017__JR.csv
3,6,2017,stage_4,szlakiem-walk-majora-hubala,2.1,03_June_2017__stage_4__szlakiem-walk-majora-hubala_2017__2.1.csv
4,6,2017,stage_5,szlakiem-walk-majora-hubala,2.1,04_June_2017__stage_5__szlakiem-walk-majora-hubala_2017__2.1.csv
4,6,2017,stage_3,course-de-la-paix-u23,2.Ncup,04_June_2017__stage_3__course-de-la-paix-u23_2017__2.Ncup.csv
4,6,2017,stage_3,tour-de-kumano,2.2,04_June_2017__stage_3__tour-de-kumano_2017__2.2.csv
4,6,2017,result,memorial-philippe-van-coningsloo,1.2,04_June_2017__result__memorial-philippe-van-coningsloo_2017__1.2.csv
4,6,2017,result,coppa-della-pace-trofeo-flli-anelli,1.2,04_June_2017__result__coppa-della-pace-trofeo-flli-anelli_2017__1.2.csv
8,6,2017,stage_1,coupe-des-nations-ville-saguenay,2.2,08_June_2017__stage_1__coupe-des-nations-ville-saguenay_2017__2.2.csv
8,6,2017,stage_1,oberosterreichrundfahrt,2.2,08_June_2017__stage_1__oberosterreichrundfahrt_2017__2.2.csv
8,6,2017,stage_1,ronde-de-l-oise,2.2,08_June_2017__stage_1__ronde-de-l-oise_2017__2.2.csv
9,6,2017,stage_2,coupe-des-nations-ville-saguenay,2.2,09_June_2017__stage_2__coupe-des-nations-ville-saguenay_2017__2.2.csv
9,6,2017,stage_2,ronde-de-l-oise,2.2,09_June_2017__stage_2__ronde-de-l-oise_2017__2.2.csv
9,6,2017,stage_2,oberosterreichrundfahrt,2.2,09_June_2017__stage_2__oberosterreichrundfahrt_2017__2.2.csv
9,6,2017,stage_1,tour-of-malopolska,2.2,09_June_2017__stage_1__tour-of-malopolska_2017__2.2.csv
10,6,2017,stage_3,ronde-de-l-oise,2.2,10_June_2017__stage_3__ronde-de-l-oise_2017__2.2.csv
10,6,2017,stage_3,oberosterreichrundfahrt,2.2,10_June_2017__stage_3__oberosterreichrundfahrt_2017__2.2.csv
10,6,2017,stage_3,coupe-des-nations-ville-saguenay,2.2,10_June_2017__stage_3__coupe-des-nations-ville-saguenay_2017__2.2.csv
10,6,2017,stage_2,tour-of-malopolska,2.2,10_June_2017__stage_2__tour-of-malopolska_2017__2.2.csv
10,6,2017,result,dwars-door-de-vlaamse-ardennen,1.2,10_June_2017__result__dwars-door-de-vlaamse-ardennen_2017__1.2.csv
10,6,2017,result,albani-classic-fyen-rundt,1.2,10_June_2017__result__albani-classic-fyen-rundt_2017__1.2.csv
11,6,2017,stage_4,ronde-de-l-oise,2.2,11_June_2017__stage_4__ronde-de-l-oise_2017__2.2.csv
11,6,2017,stage_4,oberosterreichrundfahrt,2.2,11_June_2017__stage_4__oberosterreichrundfahrt_2017__2.2.csv
11,6,2017,stage_4,coupe-des-nations-ville-saguenay,2.2,11_June_2017__stage_4__coupe-des-nations-ville-saguenay_2017__2.2.csv
11,6,2017,result,gp-horsens,1.2,11_June_2017__result__gp-horsens_2017__1.2.csv
11,6,2017,stage_3,tour-of-malopolska,2.2,11_June_2017__stage_3__tour-of-malopolska_2017__2.2.csv
14,6,2017,stage_1,tour-de-korea,2.1,14_June_2017__stage_1__tour-de-korea_2017__2.1.csv
14,6,2017,stage_1,tour-de-beauce,2.2,14_June_2017__stage_1__tour-de-beauce_2017__2.2.csv
15,6,2017,stage_2,tour-de-korea,2.1,15_June_2017__stage_2__tour-de-korea_2017__2.1.csv
15,6,2017,stage_2,tour-de-beauce,2.2,15_June_2017__stage_2__tour-de-beauce_2017__2.2.csv
15,6,2017,stage_1,tour-des-pays-de-savoie,2.2,15_June_2017__stage_1__tour-des-pays-de-savoie_2017__2.2.csv
15,6,2017,stage_1,la-route-d-occitanie,2.1,15_June_2017__stage_1__la-route-d-occitanie_2017__2.1.csv
16,6,2017,stage_2,tour-des-pays-de-savoie,2.2,16_June_2017__stage_2__tour-des-pays-de-savoie_2017__2.2.csv
16,6,2017,stage_2,la-route-d-occitanie,2.1,16_June_2017__stage_2__la-route-d-occitanie_2017__2.1.csv
16,6,2017,stage_3,tour-de-korea,2.1,16_June_2017__stage_3__tour-de-korea_2017__2.1.csv
16,6,2017,stage_1,tour-de-serbie,2.2,16_June_2017__stage_1__tour-de-serbie_2017__2.2.csv
17,6,2017,stage_3,la-route-d-occitanie,2.1,17_June_2017__stage_3__la-route-d-occitanie_2017__2.1.csv
17,6,2017,stage_3,tour-des-pays-de-savoie,2.2,17_June_2017__stage_3__tour-des-pays-de-savoie_2017__2.2.csv
17,6,2017,stage_4,tour-de-korea,2.1,17_June_2017__stage_4__tour-de-korea_2017__2.1.csv
17,6,2017,stage_4,tour-des-pays-de-savoie,2.2,17_June_2017__stage_4__tour-des-pays-de-savoie_2017__2.2.csv
17,6,2017,result,memorial-im-j.-grundmanna-j-wizowskiego,1.2,17_June_2017__result__memorial-im-j.-grundmanna-j-wizowskiego_2017__1.2.csv
17,6,2017,stage_2,tour-de-serbie,2.2,17_June_2017__stage_2__tour-de-serbie_2017__2.2.csv
18,6,2017,stage_5,tour-de-korea,2.1,18_June_2017__stage_5__tour-de-korea_2017__2.1.csv
18,6,2017,stage_5,tour-des-pays-de-savoie,2.2,18_June_2017__stage_5__tour-des-pays-de-savoie_2017__2.2.csv
18,6,2017,result,beaumont-trophy,1.2,18_June_2017__result__beaumont-trophy_2017__1.2.csv
18,6,2017,result,korona-kocich-gor,1.2,18_June_2017__result__korona-kocich-gor_2017__1.2.csv
18,6,2017,stage_4,la-route-d-occitanie,2.1,18_June_2017__stage_4__la-route-d-occitanie_2017__2.1.csv
18,6,2017,stage_3,tour-de-serbie,2.2,18_June_2017__stage_3__tour-de-serbie_2017__2.2.csv
27,6,2017,result,trofeo-citta-di-brescia,1.2,27_June_2017__result__trofeo-citta-di-brescia_2017__1.2.csv
27,6,2017,prologue,tour-de-hongrie,2.2,27_June_2017__Prologue__tour-de-hongrie_2017__2.2.csv
28,6,2017,result,int-wielertrofee-jong-maar-moedig-iwt,1.2,28_June_2017__result__int-wielertrofee-jong-maar-moedig-iwt_2017__1.2.csv
28,6,2017,stage_1,course-cycliste-de-solidarnosc,2.2,28_June_2017__stage_1__course-cycliste-de-solidarnosc_2017__2.2.csv
28,6,2017,stage_2,course-cycliste-de-solidarnosc,2.2,28_June_2017__stage_2__course-cycliste-de-solidarnosc_2017__2.2.csv
29,6,2017,stage_2,tour-de-hongrie,2.2,29_June_2017__stage_2__tour-de-hongrie_2017__2.2.csv
29,6,2017,stage_3,course-cycliste-de-solidarnosc,2.2,29_June_2017__stage_3__course-cycliste-de-solidarnosc_2017__2.2.csv
29,6,2017,stage_1,volta-a-portugal-do-futuro,2.2U,29_June_2017__stage_1__volta-a-portugal-do-futuro_2017__2.2U.csv
30,6,2017,stage_4,course-cycliste-de-solidarnosc,2.2,30_June_2017__stage_4__course-cycliste-de-solidarnosc_2017__2.2.csv
30,6,2017,stage_3,tour-de-hongrie,2.2,30_June_2017__stage_3__tour-de-hongrie_2017__2.2.csv
30,6,2017,stage_2,volta-a-portugal-do-futuro,2.2U,30_June_2017__stage_2__volta-a-portugal-do-futuro_2017__2.2U.csv
1,7,2017,stage_5,course-cycliste-de-solidarnosc,2.2,01_July_2017__stage_5__course-cycliste-de-solidarnosc_2017__2.2.csv
1,7,2017,result,omloop-het-nieuwsblad-beloften,1.2,01_July_2017__result__omloop-het-nieuwsblad-beloften_2017__1.2.csv
1,7,2017,stage_4,tour-de-hongrie,2.2,01_July_2017__stage_4__tour-de-hongrie_2017__2.2.csv
1,7,2017,stage_3,volta-a-portugal-do-futuro,2.2U,01_July_2017__stage_3__volta-a-portugal-do-futuro_2017__2.2U.csv
2,7,2017,stage_5,tour-de-hongrie,2.2,02_July_2017__stage_5__tour-de-hongrie_2017__2.2.csv
2,7,2017,stage_4,volta-a-portugal-do-futuro,2.2U,02_July_2017__stage_4__volta-a-portugal-do-futuro_2017__2.2U.csv
5,7,2017,prologue,gp-int-torres-vedras,2.2,05_July_2017__Prologue__gp-int-torres-vedras_2017__2.2.csv
6,7,2017,stage_1,gp-int-torres-vedras,2.2,06_July_2017__stage_1__gp-int-torres-vedras_2017__2.2.csv
7,7,2017,stage_2,gp-int-torres-vedras,2.2,07_July_2017__stage_2__gp-int-torres-vedras_2017__2.2.csv
7,7,2017,result,grote-prijs-stad-sint-niklaas2,1.2,07_July_2017__result__grote-prijs-stad-sint-niklaas2_2017__1.2.csv
7,7,2017,result,minsk-cup,1.2,07_July_2017__result__minsk-cup_2017__1.2.csv
8,7,2017,result,grand-prix-minsk,1.2,08_July_2017__result__grand-prix-minsk_2017__1.2.csv
9,7,2017,result,midden-brabant-poort-omloop,1.2,09_July_2017__result__midden-brabant-poort-omloop_2017__1.2.csv
9,7,2017,result,tour-de-delta,1.2,09_July_2017__result__tour-de-delta_2017__1.2.csv
9,7,2017,result,giro-del-medio-brenta,1.2,09_July_2017__result__giro-del-medio-brenta_2017__1.2.csv
12,7,2017,prologue,giro-ciclistico-della-valle-d-aosta-mont-blanc,2.2U,12_July_2017__Prologue__giro-ciclistico-della-valle-d-aosta-mont-blanc_2017__2.2U.csv
13,7,2017,stage_1,giro-ciclistico-della-valle-d-aosta-mont-blanc,2.2U,13_July_2017__stage_1__giro-ciclistico-della-valle-d-aosta-mont-blanc_2017__2.2U.csv
14,7,2017,stage_1,tour-de-flores,2.2,14_July_2017__stage_1__tour-de-flores_2017__2.2.csv
14,7,2017,stage_2,giro-ciclistico-della-valle-d-aosta-mont-blanc,2.2U,14_July_2017__stage_2__giro-ciclistico-della-valle-d-aosta-mont-blanc_2017__2.2U.csv
15,7,2017,stage_2,tour-de-flores,2.2,15_July_2017__stage_2__tour-de-flores_2017__2.2.csv
15,7,2017,stage_3,giro-ciclistico-della-valle-d-aosta-mont-blanc,2.2U,15_July_2017__stage_3__giro-ciclistico-della-valle-d-aosta-mont-blanc_2017__2.2U.csv
16,7,2017,stage_4,giro-ciclistico-della-valle-d-aosta-mont-blanc,2.2U,16_July_2017__stage_4__giro-ciclistico-della-valle-d-aosta-mont-blanc_2017__2.2U.csv
16,7,2017,stage_3,tour-de-flores,2.2,16_July_2017__stage_3__tour-de-flores_2017__2.2.csv
17,7,2017,stage_4,tour-de-flores,2.2,17_July_2017__stage_4__tour-de-flores_2017__2.2.csv
18,7,2017,stage_5,tour-de-flores,2.2,18_July_2017__stage_5__tour-de-flores_2017__2.2.csv
19,7,2017,stage_1,cascade-cycling-classic,2.2,19_July_2017__stage_1__cascade-cycling-classic_2017__2.2.csv
19,7,2017,stage_6,tour-de-flores,2.2,19_July_2017__stage_6__tour-de-flores_2017__2.2.csv
20,7,2017,stage_2,cascade-cycling-classic,2.2,20_July_2017__stage_2__cascade-cycling-classic_2017__2.2.csv
21,7,2017,stage_3,cascade-cycling-classic,2.2,21_July_2017__stage_3__cascade-cycling-classic_2017__2.2.csv
22,7,2017,stage_4,cascade-cycling-classic,2.2,22_July_2017__stage_4__cascade-cycling-classic_2017__2.2.csv
23,7,2017,stage_5,cascade-cycling-classic,2.2,23_July_2017__stage_5__cascade-cycling-classic_2017__2.2.csv
23,7,2017,result,grand-prix-de-la-ville-de-perenchies,1.2,23_July_2017__result__grand-prix-de-la-ville-de-perenchies_2017__1.2.csv
25,7,2017,prologue,dookola-mazowsza,2.2,25_July_2017__Prologue__dookola-mazowsza_2017__2.2.csv
26,7,2017,stage_1,dookola-mazowsza,2.2,26_July_2017__stage_1__dookola-mazowsza_2017__2.2.csv
26,7,2017,prologue,tour-alsace,2.2,26_July_2017__Prologue__tour-alsace_2017__2.2.csv
27,7,2017,stage_2,dookola-mazowsza,2.2,27_July_2017__stage_2__dookola-mazowsza_2017__2.2.csv
27,7,2017,stage_1,tour-alsace,2.2,27_July_2017__stage_1__tour-alsace_2017__2.2.csv
28,7,2017,stage_2,tour-alsace,2.2,28_July_2017__stage_2__tour-alsace_2017__2.2.csv
28,7,2017,stage_3,dookola-mazowsza,2.2,28_July_2017__stage_3__dookola-mazowsza_2017__2.2.csv
29,7,2017,stage_1,tour-cycliste-international-de-la-guadeloupe,2.2,29_July_2017__stage_1__tour-cycliste-international-de-la-guadeloupe_2017__2.2.csv
29,7,2017,stage_1,kreiz-breizh-elites,2.2,29_July_2017__stage_1__kreiz-breizh-elites_2017__2.2.csv
29,7,2017,stage_3,tour-alsace,2.2,29_July_2017__stage_3__tour-alsace_2017__2.2.csv
29,7,2017,stage_4,dookola-mazowsza,2.2,29_July_2017__stage_4__dookola-mazowsza_2017__2.2.csv
30,7,2017,stage_4,tour-alsace,2.2,30_July_2017__stage_4__tour-alsace_2017__2.2.csv
30,7,2017,stage_2,kreiz-breizh-elites,2.2,30_July_2017__stage_2__kreiz-breizh-elites_2017__2.2.csv
30,7,2017,result,gp-kranj,1.2,30_July_2017__result__gp-kranj_2017__1.2.csv
30,7,2017,stage_3,kreiz-breizh-elites,2.2,30_July_2017__stage_3__kreiz-breizh-elites_2017__2.2.csv
31,7,2017,stage_4,kreiz-breizh-elites,2.2,31_July_2017__stage_4__kreiz-breizh-elites_2017__2.2.csv
1,8,2017,stage_1,vuelta-pilsen-a-colombia,2.2,01_August_2017__stage_1__vuelta-pilsen-a-colombia_2017__2.2.csv
2,8,2017,stage_2,vuelta-pilsen-a-colombia,2.2,02_August_2017__stage_2__vuelta-pilsen-a-colombia_2017__2.2.csv
3,8,2017,stage_3,vuelta-pilsen-a-colombia,2.2,03_August_2017__stage_3__vuelta-pilsen-a-colombia_2017__2.2.csv
4,8,2017,stage_4,vuelta-pilsen-a-colombia,2.2,04_August_2017__stage_4__vuelta-pilsen-a-colombia_2017__2.2.csv
5,8,2017,result,hansa-bygg-kalmar-grand-prix,1.2,05_August_2017__result__hansa-bygg-kalmar-grand-prix_2017__1.2.csv
5,8,2017,result,tour-de-ribas,1.2,05_August_2017__result__tour-de-ribas_2017__1.2.csv
5,8,2017,stage_5,vuelta-pilsen-a-colombia,2.2,05_August_2017__stage_5__vuelta-pilsen-a-colombia_2017__2.2.csv
6,8,2017,result,odessa-gp,1.2,06_August_2017__result__odessa-gp_2017__1.2.csv
6,8,2017,result,antwerpse-havenpijl,1.2,06_August_2017__result__antwerpse-havenpijl_2017__1.2.csv
6,8,2017,stage_6,vuelta-pilsen-a-colombia,2.2,06_August_2017__stage_6__vuelta-pilsen-a-colombia_2017__2.2.csv
7,8,2017,stage_7,vuelta-pilsen-a-colombia,2.2,07_August_2017__stage_7__vuelta-pilsen-a-colombia_2017__2.2.csv
9,8,2017,prologue,tour-of-szeklerland,2.2,09_August_2017__Prologue__tour-of-szeklerland_2017__2.2.csv
9,8,2017,stage_8,vuelta-pilsen-a-colombia,2.2,09_August_2017__stage_8__vuelta-pilsen-a-colombia_2017__2.2.csv
10,8,2017,stage_1,tour-of-szeklerland,2.2,10_August_2017__stage_1__tour-of-szeklerland_2017__2.2.csv
10,8,2017,stage_9,vuelta-pilsen-a-colombia,2.2,10_August_2017__stage_9__vuelta-pilsen-a-colombia_2017__2.2.csv
11,8,2017,stage_10,vuelta-pilsen-a-colombia,2.2,11_August_2017__stage_10__vuelta-pilsen-a-colombia_2017__2.2.csv
11,8,2017,stage_2,tour-of-szeklerland,2.2,11_August_2017__stage_2__tour-of-szeklerland_2017__2.2.csv
12,8,2017,result,memorial-henryka-lasaka,1.2,12_August_2017__result__memorial-henryka-lasaka_2017__1.2.csv
12,8,2017,stage_11,vuelta-pilsen-a-colombia,2.2,12_August_2017__stage_11__vuelta-pilsen-a-colombia_2017__2.2.csv
13,8,2017,stage_12,vuelta-pilsen-a-colombia,2.2,13_August_2017__stage_12__vuelta-pilsen-a-colombia_2017__2.2.csv
13,8,2017,result,puchar-uzdrowisk-karpackich,1.2,13_August_2017__result__puchar-uzdrowisk-karpackich_2017__1.2.csv
13,8,2017,result,gp-di-poggiana,1.2U,13_August_2017__result__gp-di-poggiana_2017__1.2U.csv
19,8,2017,result,puchar-ministra-obrony-narodowej,1.2,19_August_2017__result__puchar-ministra-obrony-narodowej_2017__1.2.csv
20,8,2017,result,szlakiem-wielkich-jezior,1.2,20_August_2017__result__szlakiem-wielkich-jezior_2017__1.2.csv
22,8,2017,result,grand-prix-des-marbriers,1.2,22_August_2017__result__grand-prix-des-marbriers_2017__1.2.csv
24,8,2017,stage_4,tour-du-poitou-charentes-et-de-la-vienne,2.1,24_August_2017__stage_4__tour-du-poitou-charentes-et-de-la-vienne_2017__2.1.csv
24,8,2017,result,south-east-asian-games,JR,24_August_2017__result__south-east-asian-games_2017__JR.csv
24,8,2017,stage_1,baltic-chain-tour,2.2,24_August_2017__stage_1__baltic-chain-tour_2017__2.2.csv
25,8,2017,stage_1,tour-of-xingtai,2.2,25_August_2017__stage_1__tour-of-xingtai_2017__2.2.csv
25,8,2017,stage_2,baltic-chain-tour,2.2,25_August_2017__stage_2__baltic-chain-tour_2017__2.2.csv
26,8,2017,stage_3,baltic-chain-tour,2.2,26_August_2017__stage_3__baltic-chain-tour_2017__2.2.csv
26,8,2017,stage_1,ronde-van-midden-nederland,2.2,26_August_2017__stage_1__ronde-van-midden-nederland_2017__2.2.csv
26,8,2017,stage_2,tour-of-xingtai,2.2,26_August_2017__stage_2__tour-of-xingtai_2017__2.2.csv
27,8,2017,result,1st-ljubljana-zagreb,1.2,27_August_2017__result__1st-ljubljana-zagreb_2017__1.2.csv
27,8,2017,stage_3,tour-of-xingtai,2.2,27_August_2017__stage_3__tour-of-xingtai_2017__2.2.csv
27,8,2017,stage_2,ronde-van-midden-nederland,2.2,27_August_2017__stage_2__ronde-van-midden-nederland_2017__2.2.csv
27,8,2017,stage_4,baltic-chain-tour,2.2,27_August_2017__stage_4__baltic-chain-tour_2017__2.2.csv
28,8,2017,stage_1,tour-ethiopian-meles-zenawi,2.2,28_August_2017__stage_1__tour-ethiopian-meles-zenawi_2017__2.2.csv
29,8,2017,stage_2,tour-ethiopian-meles-zenawi,2.2,29_August_2017__stage_2__tour-ethiopian-meles-zenawi_2017__2.2.csv
30,8,2017,stage_1,okolo-jiznich-cech,2.2,30_August_2017__stage_1__okolo-jiznich-cech_2017__2.2.csv
30,8,2017,stage_3,tour-ethiopian-meles-zenawi,2.2,30_August_2017__stage_3__tour-ethiopian-meles-zenawi_2017__2.2.csv
31,8,2017,stage_2,okolo-jiznich-cech,2.2,31_August_2017__stage_2__okolo-jiznich-cech_2017__2.2.csv
31,8,2017,stage_4,tour-ethiopian-meles-zenawi,2.2,31_August_2017__stage_4__tour-ethiopian-meles-zenawi_2017__2.2.csv
1,9,2017,stage_3,okolo-jiznich-cech,2.2,01_September_2017__stage_3__okolo-jiznich-cech_2017__2.2.csv
